scenario,dataset,image,gt_text,detected,ocr_text,ocr_conf,valid_format,complete_correct,char_correct,char_total,retries,det_latency_ms,ocr_latency_ms
Distancia corta,dataset_alpr,LAX-8561.png,LAX-8561,1,LAX-8561,0.0,1,1,7,7,0,32.24750002846122,879.1815999429673
Distancia corta,dataset_alpr,NMO-4312.png,NMO-4312,1,NMO-4312,0.0,1,1,7,7,0,32.15499990619719,908.5260999854654
Distancia corta,dataset_alpr,BAT-7699.png,BAT-7699,1,BAT-7699,0.0,1,1,7,7,0,32.155799912288785,975.4998000571504
Distancia corta,dataset_alpr,OBD-7986.png,OBD-7986,1,OBD-7986,0.0,1,1,7,7,0,32.168000005185604,945.3625000314787
Distancia corta,dataset_alpr,JPA-1057.png,JPA-1057,1,JPA-1657,0.0,1,0,6,7,0,32.034600037150085,946.3418000377715
Distancia corta,dataset_alpr,HNB-4823.png,HNB-4823,1,HNB-4823,0.0,1,1,7,7,0,32.64980006497353,924.3172999704257
Distancia corta,dataset_alpr,IMC-4113.png,IMC-4113,1,IMC-4112,0.0,1,0,6,7,0,32.44530002120882,866.9002000242472
Distancia corta,dataset_alpr,USH-9381.png,USH-9381,1,USH-9381,0.0,1,1,7,7,0,33.628399949520826,868.1601999560371
Distancia corta,dataset_alpr,ZNF-2499.png,ZNF-2499,1,ZNF-2499,0.0,1,1,7,7,0,32.27199998218566,864.0463000629097
Distancia corta,dataset_alpr,OUB-3838.png,OUB-3838,1,OUB-3838,0.0,1,1,7,7,0,32.15969994198531,870.587799930945
Distancia corta,dataset_alpr,QNI-3914.png,QNI-3914,1,QNI-3914,0.0,1,1,7,7,0,32.25749998819083,861.3449999829754
Distancia corta,dataset_publico_placas,URU-0771.png,URU-0771,1,URU-6771,0.0,1,0,6,7,0,32.22060005646199,846.8795999651775
Distancia corta,dataset_alpr,LJL-8086.png,LJL-8086,1,LJL-8086,0.0,1,1,7,7,0,32.08829998038709,876.3225999427959
Distancia corta,dataset_alpr,DLI-8266.png,DLI-8266,1,DLI-8266,0.0,1,1,7,7,0,32.13760000653565,902.6822000741959
Distancia corta,dataset_alpr,EIA-9333.png,EIA-9333,1,EIA-9333,0.0,1,1,7,7,0,32.13790000882,892.1516999835148
Distancia corta,dataset_alpr,YWD-1713.png,YWD-1713,1,YWD-1712,0.0,1,0,6,7,0,32.353100017644465,909.0010999934748
Distancia corta,dataset_alpr,NOY-5441.png,NOY-5441,1,NOY-5441,0.0,1,1,7,7,0,32.30780002195388,893.205999978818
Distancia corta,dataset_alpr,BRV-9299.png,BRV-9299,1,BRV-9299,0.0,1,1,7,7,0,32.01870003249496,868.7286999775097
Distancia corta,dataset_publico_placas_smallfar,TFD-7403.png,TFD-7403,1,TFD-7403,0.0,1,1,7,7,0,34.237800049595535,842.4372998997569
Distancia corta,dataset_alpr,MOR-4532.png,MOR-4532,1,MOR-4532,0.0,1,1,7,7,0,31.730299931950867,866.0886000143364
Distancia corta,dataset_publico_placas,WKT-8868.png,WKT-8868,1,WKT-8868,0.0,1,1,7,7,0,31.824400066398084,853.2270999858156
Distancia corta,dataset_alpr,MGV 3566.png,MGV-3566,1,MGV-3566,0.0,1,1,7,7,0,31.769699999131262,879.7545999987051
Distancia corta,dataset_alpr,EMK-5209.png,EMK-5209,1,EMK-5269,0.0,1,0,6,7,0,31.93860000465065,864.9510000832379
Distancia corta,dataset_alpr,PES-7632.png,PES-7632,1,PES-7632,0.0,1,1,7,7,0,32.27880003396422,880.524400039576
Distancia corta,dataset_alpr,KQN-5840.png,KQN-5840,1,KON-5840,0.0,1,0,6,7,0,31.75159997772425,864.793200045824
Distancia corta,dataset_alpr,MTV 9649.png,MTV-9649,1,MTV-9649,0.0,1,1,7,7,0,31.87420009635389,897.2080999519676
Distancia corta,dataset_alpr,AUX-9963.png,AUX-9963,1,AUX-9962,0.0,1,0,6,7,0,32.12069999426603,861.2175999442115
Distancia corta,dataset_alpr,PBQ-1245.png,PBQ-1245,1,PBQ-1245,0.0,1,1,7,7,0,31.74480004236102,858.6788999382406
Distancia corta,dataset_alpr,BAR-6947.png,BAR-6947,1,BAR-6947,0.0,1,1,7,7,0,32.503000111319125,862.3885000124574
Distancia corta,dataset_alpr,FGL-3903.png,FGL-3903,1,FGL-3902,0.0,1,0,6,7,0,32.22289995756,863.9231000561267
Distancia corta,dataset_alpr,SJM-9546.png,SJM-9546,1,SJN-9546,0.0,1,0,6,7,0,32.37629996147007,859.5159000251442
Distancia corta,dataset_alpr,KLY-2191.png,KLY-2191,1,KLY-2191,0.0,1,1,7,7,0,32.55080000963062,852.5019999360666
Distancia corta,dataset_alpr,YLC -1265.png,YLC-1265,1,YLC-1265,0.0,1,1,7,7,0,32.30469999834895,868.1984998984262
Distancia corta,dataset_alpr,BBN-6906.png,BBN-6906,1,BBN-6966,0.0,1,0,6,7,0,41.47649998776615,853.1679000006989
Distancia corta,dataset_alpr,BUG-9503.png,BUG-9503,1,BUG-9502,0.0,1,0,6,7,0,32.18490001745522,951.4539999654517
Distancia corta,dataset_alpr,ILO-7615.png,ILO-7615,1,ILO-7615,0.0,1,1,7,7,0,33.74780004378408,1078.4205000381917
Distancia corta,dataset_alpr,XZP-5240.png,XZP-5240,1,XZP-5240,0.0,1,1,7,7,0,32.40420005749911,1197.5697000743821
Distancia corta,dataset_alpr,AAZ-4977.png,AAZ-4977,1,AAZ-4977,0.0,1,1,7,7,0,32.04249998088926,947.6563000353053
Distancia corta,dataset_alpr,CGV-0192.png,CGV-0192,1,CGV-6192,0.0,1,0,6,7,0,32.10349997971207,930.5010000243783
Distancia corta,dataset_alpr,PMM-3913.png,PMM-3913,1,PMN-3913,0.0,1,0,6,7,0,32.22499997355044,864.3950000405312
Distancia corta,dataset_alpr,AGR 5245.png,AGR-5245,1,AGR-5245,0.0,1,1,7,7,0,32.03210001811385,853.4407999832183
Distancia corta,dataset_alpr,PCW-9402.png,PCW-9402,1,PCW-9402,0.0,1,1,7,7,0,32.20730007160455,856.6375001100823
Distancia corta,dataset_alpr,HAN-1770.png,HAN-1770,1,HAN-1776,0.0,1,0,6,7,0,32.105699996463954,861.1213000258431
Distancia corta,dataset_alpr,IEV-9295.png,IEV-9295,1,IEV-9295,0.0,1,1,7,7,0,33.06629997678101,871.1285000899807
Distancia corta,dataset_alpr,DVG-0549.png,DVG-0549,1,DVG-0549,0.0,1,1,7,7,0,32.33930002897978,933.7916999356821
Distancia corta,dataset_publico_placas,QMI-1948.png,QMI-1948,1,QMI-1948,0.0,1,1,7,7,0,32.38960006274283,842.744900030084
Distancia corta,dataset_alpr,OBF-5319.png,OBF-5319,1,OBF-5319,0.0,1,1,7,7,0,32.194499974139035,846.2746000150219
Distancia corta,dataset_alpr,GKY-9903.png,GKY-9903,1,GKY-9903,0.0,1,1,7,7,0,32.31160005088896,846.0721999872476
Distancia corta,dataset_alpr,WKV-5217.png,WKV-5217,1,WKV-5217,0.0,1,1,7,7,0,32.19719999469817,872.8587999939919
Distancia corta,dataset_alpr,CUG-9201.png,CUG-9201,1,CUG-9201,0.0,1,1,7,7,0,32.056699972599745,827.4555000243708
Distancia corta,dataset_alpr,FVH 5245.png,FVH-5245,1,FVH-5245,0.0,1,1,7,7,0,34.52250000555068,830.2628999808803
Distancia corta,dataset_alpr,GSP-5872.png,GSP-5872,1,GSP-5872,0.0,1,1,7,7,0,33.93729997333139,833.5567000322044
Distancia corta,dataset_alpr,GYT-6457.png,GYT-6457,1,GYT-6457,0.0,1,1,7,7,0,32.88119996432215,832.014000043273
Distancia corta,dataset_alpr,ULV-8349.png,ULV-8349,1,ULV-8349,0.0,1,1,7,7,0,32.612300012260675,866.9912999030203
Distancia corta,dataset_alpr,GKR-5512.png,GKR-5512,1,GKR-5512,0.0,1,1,7,7,0,32.72569994442165,941.9685999164358
Distancia corta,dataset_alpr,JAD-3868.png,JAD-3868,1,JAD-3868,0.0,1,1,7,7,0,33.06100005283952,863.7332000071183
Distancia corta,dataset_alpr,UGR-1945.png,UGR-1945,1,UGR-1945,0.0,1,1,7,7,0,33.37360010482371,870.7231000298634
Distancia corta,dataset_alpr,QBY-4578.png,QBY-4578,1,QBY-4578,0.0,1,1,7,7,0,32.96559990849346,886.4476999733597
Distancia corta,dataset_alpr,FUW-9189.png,FUW-9189,1,FUN-9189,0.0,1,0,6,7,0,34.031599992886186,867.0968000078574
Distancia corta,dataset_alpr,EIP-7968.png,EIP-7968,1,EIP-7968,0.0,1,1,7,7,0,33.31989992875606,845.6860000733286
Distancia corta,dataset_alpr,PZH-3816.png,PZH-3816,1,PZH-3816,0.0,1,1,7,7,0,32.91120007634163,878.2474999316037
Distancia corta,dataset_alpr,PZR-4360.png,PZR-4360,1,PZR-4360,0.0,1,1,7,7,0,33.14879990648478,839.3136000959203
Distancia corta,dataset_alpr,SRA-8094.png,SRA-8094,1,SRA-8094,0.0,1,1,7,7,0,33.37299998383969,835.9481000807136
Distancia corta,dataset_alpr,CYX-8689.png,CYX-8689,1,CYX-8689,0.0,1,1,7,7,0,31.997699989005923,839.5252999616787
Distancia corta,dataset_alpr,UFU-1134.png,UFU-1134,1,UFU-1134,0.0,1,1,7,7,0,32.8455000417307,833.0024000024423
Distancia corta,dataset_alpr,LCD 0847.png,LCD-0847,1,LCD-6847,0.0,1,0,6,7,0,32.381199998781085,823.2213000301272
Distancia corta,dataset_alpr,PDC-7876.png,PDC-7876,1,PDC-7876,0.0,1,1,7,7,0,32.341300044208765,2399.1228999802843
Distancia corta,dataset_alpr,YGD 7886.png,YGD-7886,1,YGD-7886,0.0,1,1,7,7,0,32.24520001094788,843.2044999208301
Distancia corta,dataset_publico_placas,DXO-0990.png,DXO-0990,1,DXO-0996,0.0,1,0,6,7,0,32.12440002243966,830.2550999214873
Distancia corta,dataset_publico_placas_smallfar,CZC-2553.png,CZC-2553,1,CZC-2552,0.0,1,0,6,7,0,31.98899992275983,824.3785999948159
Distancia corta,dataset_alpr,ERA-7130.png,ERA-7130,1,ERA-7130,0.0,1,1,7,7,0,32.010799972340465,852.4465999798849
Distancia corta,dataset_alpr,KZW-9893.png,KZW-9893,1,KZW-9893,0.0,1,1,7,7,0,32.20289992168546,853.7746999645606
Distancia corta,dataset_alpr,PGT-5742.png,PGT-5742,1,PGT-5742,0.0,1,1,7,7,0,32.06230001524091,827.0258000120521
Distancia corta,dataset_alpr,LIT-3271.png,LIT-3271,1,LIT-3271,0.0,1,1,7,7,0,32.075900002382696,833.3410000195727
Distancia corta,dataset_alpr,JFV-8625.png,JFV-8625,1,JFV-8625,0.0,1,1,7,7,0,32.01029996853322,865.4762000078335
Distancia corta,dataset_alpr,KAG-4621.png,KAG-4621,1,KAG-4621,0.0,1,1,7,7,0,32.235899940133095,886.7981000803411
Distancia corta,dataset_alpr,WTT-9263.png,WTT-9263,1,WIT-9262,0.0,1,0,5,7,0,32.317499979399145,865.8761000260711
Distancia corta,dataset_alpr,LZQ-9741.png,LZQ-9741,1,LZO-9741,0.0,1,0,6,7,0,31.88260004390031,845.357200014405
Distancia corta,dataset_alpr,PTD-9389.png,PTD-9389,1,PTD-9389,0.0,1,1,7,7,0,32.166399993002415,855.9338001068681
Distancia corta,dataset_alpr,DNZ-5310.png,DNZ-5310,1,DNZ-5310,0.0,1,1,7,7,0,32.732499996200204,834.0452000265941
Distancia corta,dataset_alpr,EPL-7457.png,EPL-7457,1,EPL-7457,0.0,1,1,7,7,0,32.013699994422495,860.2572999661788
Distancia corta,dataset_alpr,LQQ-6394.png,LQQ-6394,1,LQO-6394,0.0,1,0,6,7,0,32.5031999964267,839.5058999303728
Distancia corta,dataset_alpr,PCK-4598.png,PCK-4598,1,PCK-4598,0.0,1,1,7,7,0,32.39990002475679,847.0039999810979
Distancia corta,dataset_alpr,EHZ-1428.png,EHZ-1428,1,EHZ-1428,0.0,1,1,7,7,0,32.151399995200336,857.2006999747828
Distancia corta,dataset_alpr,GWE-2807.png,GWE-2807,1,GWE-2807,0.0,1,1,7,7,0,32.09470002911985,834.361799992621
Distancia corta,dataset_alpr,HKQ-7836.png,HKQ-7836,1,HKQ-7836,0.0,1,1,7,7,0,32.142800046131015,922.4271000130102
Distancia corta,dataset_alpr,FEC-9875.png,FEC-9875,1,FEC-9875,0.0,1,1,7,7,0,32.16320008505136,932.6435999246314
Distancia corta,dataset_alpr,PUZ-6254.png,PUZ-6254,1,PUZ-6254,0.0,1,1,7,7,0,32.07689989358187,942.125300061889
Distancia corta,dataset_alpr,PDV-4040.png,PDV-4040,1,PDV-4040,0.0,1,1,7,7,0,32.450800063088536,984.1845000628382
Distancia corta,dataset_alpr,HSN-0005.png,HSN-0005,1,HSN-6065,0.0,1,0,5,7,0,31.92660002969205,962.0497999712825
Distancia corta,dataset_alpr,PDP-1460.png,PDP-1460,1,PDP-1466,0.0,1,0,6,7,0,32.05139993224293,956.8935000570491
Distancia corta,dataset_alpr,LRN-1577.png,LRN-1577,1,LRN-1577,0.0,1,1,7,7,0,32.0596001110971,965.8033000305295
Distancia corta,dataset_publico_placas,JFT-3690.png,JFT-3690,1,JFT-3691,0.0,1,0,6,7,0,31.97739995084703,962.04650006257
Distancia corta,dataset_alpr,UUH-2840.png,UUH-2840,1,UUH-2840,0.0,1,1,7,7,0,32.30589989107102,1079.324800055474
Distancia corta,dataset_alpr,XKP-5871.png,XKP-5871,1,XKP-5871,0.0,1,1,7,7,0,32.22220006864518,1047.2824999596924
Distancia corta,dataset_publico_placas,NTB 9730.png,NTB-9730,1,NTB-9730,0.0,1,1,7,7,0,32.07499999552965,933.7080999976024
Distancia corta,dataset_alpr,PLN-1850.png,PLN-1850,1,PLN-1856,0.0,1,0,6,7,0,32.225499977357686,947.0077999867499
Distancia corta,dataset_alpr,RUN-5838.png,RUN-5838,1,RUN-5838,0.0,1,1,7,7,0,32.41580002941191,959.3453999841586
Distancia corta,dataset_alpr,QUF-0227.png,QUF-0227,1,QUF-6227,0.0,1,0,6,7,0,32.173699932172894,945.7979999715462
Distancia corta,dataset_alpr,VKU-5525.png,VKU-5525,1,VKU-5525,0.0,1,1,7,7,0,33.03479996975511,1091.5002999827266
Distancia corta,dataset_alpr,QZI-0095.png,QZI-0095,1,QZI-0095,0.0,1,1,7,7,0,32.6393999857828,1165.7465000171214
Distancia corta,dataset_alpr,PCV-5477.png,PCV-5477,1,PCV-5477,0.0,1,1,7,7,0,32.19790000002831,1161.8301999988034
Distancia corta,dataset_alpr,KWE-5033.png,KWE-5033,1,KWE-5032,0.0,1,0,6,7,0,32.59259997867048,1043.0672999937087
Distancia corta,dataset_alpr,JQN-4485.png,JQN-4485,1,JON-4485,0.0,1,0,6,7,0,32.076000003144145,982.6336000114679
Distancia corta,dataset_alpr,QNH-5715.png,QNH-5715,1,QNH-5715,0.0,1,1,7,7,0,33.62250002101064,1009.9590999307111
Distancia corta,dataset_alpr,WPQ-1011.png,WPQ-1011,1,WPQ-1011,0.0,1,1,7,7,0,32.910200068727136,974.3478000164032
Distancia corta,dataset_alpr,NDZ-0513.png,NDZ-0513,1,NDZ-0513,0.0,1,1,7,7,0,32.199200009927154,962.6093999249861
Distancia corta,dataset_alpr,ZUI-1189.png,ZUI-1189,1,ZUI-1189,0.0,1,1,7,7,0,32.15059998910874,966.3405999308452
Distancia corta,dataset_alpr,NES-8664.png,NES-8664,1,NES-8664,0.0,1,1,7,7,0,33.04700006265193,1060.5057999491692
Distancia corta,dataset_alpr,PQN-6317.png,PQN-6317,1,PQN-6317,0.0,1,1,7,7,0,32.15670003555715,976.5373000409454
Distancia corta,dataset_alpr,DBU-9637.png,DBU-9637,1,DBU-9637,0.0,1,1,7,7,0,32.29150001425296,989.4788999808952
Distancia corta,dataset_alpr,STB-8456.png,STB-8456,1,STB-8456,0.0,1,1,7,7,0,32.0824000518769,966.7352000251412
Distancia corta,dataset_alpr,QBM-7034.png,QBM-7034,1,QBN-7034,0.0,1,0,6,7,0,32.05339994747192,983.9046999113634
Distancia corta,dataset_alpr,EHJ-2667.png,EHJ-2667,1,EHJ-2667,0.0,1,1,7,7,0,32.688100007362664,959.9772000219673
Distancia corta,dataset_alpr,MZV-3941.png,MZV-3941,1,MZV-3941,0.0,1,1,7,7,0,31.95740003138781,994.665400008671
Distancia corta,dataset_alpr,JRF-5110.png,JRF-5110,1,ORF-5116,0.0,1,0,5,7,0,32.1494999807328,964.7242000792176
Distancia corta,dataset_publico_placas,OGI-9538.png,OGI-9538,1,OGI-9538,0.0,1,1,7,7,0,32.12450002320111,994.0719999140128
Distancia corta,dataset_alpr,EJN 7525.png,EJN-7525,1,EJN-7525,0.0,1,1,7,7,0,32.176900072954595,1028.3940000226721
Distancia corta,dataset_alpr,YFQ-2463.png,YFQ-2463,1,YFQ-2462,0.0,1,0,6,7,0,32.32850006315857,961.5078000351787
Distancia corta,dataset_alpr,FNT-7484.png,FNT-7484,1,FNT-7484,0.0,1,1,7,7,0,33.49800000432879,927.4988999823108
Distancia corta,dataset_alpr,HWA-8601.png,HWA-8601,1,HWA-8601,0.0,1,1,7,7,0,32.544200075790286,979.5179000357166
Distancia corta,dataset_alpr,RFE-5357.png,RFE-5357,1,RFE-5357,0.0,1,1,7,7,0,32.97649999149144,980.0219000317156
Distancia corta,dataset_alpr,FOH-9524.png,FOH-9524,1,FOH-9524,0.0,1,1,7,7,0,32.27079997304827,1049.4389000814408
Distancia corta,dataset_alpr,CVB-0921.png,CVB-0921,1,CVB-0921,0.0,1,1,7,7,0,32.10329997818917,1019.5280000334606
Distancia corta,dataset_alpr,TWL-9327.png,TWL-9327,1,TWL-9327,0.0,1,1,7,7,0,31.97749995160848,1063.6240999447182
Distancia corta,dataset_alpr,UXX-6326.png,UXX-6326,1,UXX-6326,0.0,1,1,7,7,0,32.47820003889501,1066.934400005266
Distancia corta,dataset_alpr,LIO-9060.png,LIO-9060,1,LIO-9660,0.0,1,0,6,7,0,32.1728999260813,1001.5204000519589
Distancia corta,dataset_alpr,PXO-2503.png,PXO-2503,1,PXO-2502,0.0,1,0,6,7,0,32.14680007658899,997.1655999543145
Distancia corta,dataset_alpr,SFX-3012.png,SFX-3012,1,SFX-3012,0.0,1,1,7,7,0,33.779799938201904,987.7075999975204
Distancia corta,dataset_alpr,MRF 8113.png,MRF-8113,1,MRF-8113,0.0,1,1,7,7,0,32.163299969397485,982.4141000863165
Distancia corta,dataset_alpr,PAF-9184.png,PAF-9184,1,PAF-9184,0.0,1,1,7,7,0,32.09750005044043,993.4554999927059
Distancia media,dataset_alpr,MTZ-7013.png,MTZ-7013,1,MTZ-7012,0.0,1,0,6,7,0,31.98660002090037,975.8117999881506
Distancia media,dataset_alpr,NTY-8797.png,NTY-8797,1,NTY-8797,0.0,1,1,7,7,0,32.148599973879755,963.0438999738544
Distancia media,dataset_alpr,MEZ-9114.png,MEZ-9114,1,MEZ-9114,0.0,1,1,7,7,0,34.072999958880246,949.7839000541717
Distancia media,dataset_alpr,EFC-8874.png,EFC-8874,1,EFC-8874,0.0,1,1,7,7,0,32.15580002870411,1034.2757999897003
Distancia media,dataset_alpr,KMY-2214.png,KMY-2214,1,KMY-2214,0.0,1,1,7,7,0,32.27179998066276,983.5203000111505
Distancia media,dataset_alpr,BFC-5225.png,BFC-5225,1,BFC-5225,0.0,1,1,7,7,0,32.03530004248023,856.3767001032829
Distancia media,dataset_alpr,GPC-2159.png,GPC-2159,1,GPC-2159,0.0,1,1,7,7,0,32.38039999268949,845.1385999796912
Distancia media,dataset_alpr,MGU-3219.png,MGU-3219,1,MGU-3219,0.0,1,1,7,7,0,32.484699971973896,855.3645999636501
Distancia media,dataset_alpr,SGZ-5403.png,SGZ-5403,1,SGZ-5402,0.0,1,0,6,7,0,32.243499998003244,860.3554000146687
Distancia media,dataset_alpr,AXY-3153.png,AXY-3153,1,AXY-3152,0.0,1,0,6,7,0,32.176599954254925,853.1774000730366
Distancia media,dataset_alpr,NPR-0837.png,NPR-0837,1,NPR-6837,0.0,1,0,6,7,0,32.013899995945394,870.736200013198
Distancia media,dataset_alpr,QRE-6728.png,QRE-6728,1,QRE-6728,0.0,1,1,7,7,0,32.275699893943965,863.6112000094727
Distancia media,dataset_alpr,TWF-7553.png,TWF-7553,1,TWF-7553,0.0,1,1,7,7,0,32.18189999461174,863.2638000417501
Distancia media,dataset_alpr,YDS-4386.png,YDS-4386,1,YDS-4386,0.0,1,1,7,7,0,32.16239996254444,856.6867000190541
Distancia media,dataset_alpr,ZUZ-3642.png,ZUZ-3642,1,ZUZ-3642,0.0,1,1,7,7,0,32.20719995442778,848.456299980171
Distancia media,dataset_alpr,VQX-8875.png,VQX-8875,1,VOX-8875,0.0,1,0,6,7,0,32.1456000674516,872.424199944362
Distancia media,dataset_alpr,ILK-8669.png,ILK-8669,1,ILK-8669,0.0,1,1,7,7,0,32.204900053329766,890.1338999858126
Distancia media,dataset_alpr,AER-9355.png,AER-9355,1,AER-9355,0.0,1,1,7,7,0,32.17440005391836,859.2684000032023
Distancia media,dataset_alpr,NSH-4595.png,NSH-4595,1,NSH-4595,0.0,1,1,7,7,0,32.46850008144975,856.0166000388563
Distancia media,dataset_alpr,YMM-0753.png,YMM-0753,1,YMN-6752,0.0,1,0,4,7,0,32.05280005931854,867.3470000503585
Distancia media,dataset_alpr,CQK-2995.png,CQK-2995,1,COK-2995,0.0,1,0,6,7,0,32.11559995543212,860.5720000341535
Distancia media,dataset_alpr,TLZ-1519.png,TLZ-1519,1,TLZ-1519,0.0,1,1,7,7,0,32.81310002785176,858.3052000030875
Distancia media,dataset_alpr,FAV-3582.png,FAV-3582,1,FAV-3582,0.0,1,1,7,7,0,32.11619996000081,863.1883000489324
Distancia media,dataset_alpr,PXT-0662.png,PXT-0662,1,PXT-0662,0.0,1,1,7,7,0,35.562100005336106,861.1945000011474
Distancia media,dataset_alpr,GPF-7509.png,GPF-7509,1,GPF-7509,0.0,1,1,7,7,0,32.27800002787262,863.9950000215322
Distancia media,dataset_alpr,EUK-0352.png,EUK-0352,1,EUK-6352,0.0,1,0,6,7,0,32.055600080639124,871.1809000233188
Distancia media,dataset_alpr,HFB-6107.png,HFB-6107,1,HFB-6167,0.0,1,0,6,7,0,32.200400019064546,891.3720999844372
Distancia media,dataset_alpr,DNS-7081.png,DNS-7081,1,DNS-7681,0.0,1,0,6,7,0,33.08900003321469,852.3997999727726
Distancia media,dataset_alpr,LXB-2016.png,LXB-2016,1,LXB-2016,0.0,1,1,7,7,0,32.794500002637506,877.0018999930471
Distancia media,dataset_alpr,XQE-3513.png,XQE-3513,1,XQE-3512,0.0,1,0,6,7,0,32.26060001179576,848.3123000478372
Distancia media,dataset_alpr,UDA-3027.png,UDA-3027,1,UDA-3627,0.0,1,0,6,7,0,32.71109994966537,833.6678000632674
Distancia media,dataset_alpr,VML-9230.png,VML-9230,1,VML-9230,0.0,1,1,7,7,0,32.17099991161376,934.7151999827474
Distancia media,dataset_alpr,DBN-3001.png,DBN-3001,1,DBN-3001,0.0,1,1,7,7,0,32.09839994087815,1045.8905999548733
Distancia media,dataset_alpr,PCG-5780.png,PCG-5780,1,PCG-5780,0.0,1,1,7,7,0,32.19539998099208,1066.342999925837
Distancia media,dataset_alpr,FGA-4518.png,FGA-4518,1,FGA-4518,0.0,1,1,7,7,0,32.12689992506057,941.5905000641942
Distancia media,dataset_alpr,EMV-2121.png,EMV-2121,1,EMV-2121,0.0,1,1,7,7,0,32.142599928192794,865.8448000205681
Distancia media,dataset_alpr,WVX-7106.png,WVX-7106,1,WVX-7106,0.0,1,1,7,7,0,32.27540000807494,862.7307000569999
Distancia media,dataset_alpr,CBU-7916.png,CBU-7916,1,CBU-7916,0.0,1,1,7,7,0,33.93439995124936,849.5096999686211
Distancia media,dataset_publico_placas_smallfar,UCX-4493.png,UCX-4493,1,UCX-4493,0.0,1,1,7,7,0,32.086199964396656,841.4088999852538
Distancia media,dataset_alpr,MQW-1171.png,MQW-1171,1,MQW-1171,0.0,1,1,7,7,0,31.88839997164905,893.1246999418363
Distancia media,dataset_alpr,ZSI-6135.png,ZSI-6135,1,ZSI-6135,0.0,1,1,7,7,0,32.29790006298572,846.4681999757886
Distancia media,dataset_alpr,TRU-5474.png,TRU-5474,1,TRU-5474,0.0,1,1,7,7,0,32.19870000611991,910.1185000035912
Distancia media,dataset_alpr,BDS-1377.png,BDS-1377,1,BDS-1377,0.0,1,1,7,7,0,32.174100051634014,873.5093999421224
Distancia media,dataset_alpr,XOE-4443.png,XOE-4443,1,XOE-4443,0.0,1,1,7,7,0,32.2539999615401,857.7045999700204
Distancia media,dataset_alpr,WQQ-3176.png,WQQ-3176,1,W3176,0.0,0,0,1,7,2,32.12069999426603,5923.814499983564
Distancia media,dataset_alpr,OVD-3090.png,OVD-3090,1,OVD-3096,0.0,1,0,6,7,0,32.09340001922101,922.855900018476
Distancia media,dataset_alpr,BNA 0767.png,BNA-0767,1,BNA-6767,0.0,1,0,6,7,0,32.49360003974289,910.6230000033975
Distancia media,dataset_alpr,ERJ-6282.png,ERJ-6282,1,ERJ-6282,0.0,1,1,7,7,0,32.075800001621246,835.3662999579683
Distancia media,dataset_alpr,WBE-9129.png,WBE-9129,1,WBE-9129,0.0,1,1,7,7,0,32.13359997607768,839.4755999324843
Distancia media,dataset_alpr,PDY-2122.png,PDY-2122,1,PDY-2122,0.0,1,1,7,7,0,32.31400006916374,844.5272999815643
Distancia media,dataset_alpr,HZK-0608.png,HZK-0608,1,HZK-6608,0.0,1,0,6,7,0,32.56799990776926,865.3614999493584
Distancia media,dataset_publico_placas,LSB-3829.png,LSB-3829,1,LSB-3825,0.0,1,0,6,7,0,32.160299946554005,840.5375999864191
Distancia media,dataset_alpr,SZG-9639.png,SZG-9639,1,SZG-9639,0.0,1,1,7,7,0,32.21410000696778,845.587500021793
Distancia media,dataset_alpr,UAF-0901.png,UAF-0901,1,UAF-6961,0.0,1,0,5,7,0,32.150199986062944,846.2511000689119
Distancia media,dataset_alpr,MRT-7897.png,MRT-7897,1,MRT-7897,0.0,1,1,7,7,0,32.03340002801269,833.2240999443457
Distancia media,dataset_alpr,PGM-7924.png,PGM-7924,1,PGN-7924,0.0,1,0,6,7,0,32.19980001449585,832.031499943696
Distancia media,dataset_alpr,ZMA-8257.png,ZMA-8257,1,ZMA-8257,0.0,1,1,7,7,0,32.268499955534935,837.626300053671
Distancia media,dataset_alpr,TGH-8979.png,TGH-8979,1,TGH-8979,0.0,1,1,7,7,0,32.67200000118464,869.9716000119224
Distancia media,dataset_alpr,RAJ-2057.png,RAJ-2057,1,RAJ-2057,0.0,1,1,7,7,0,32.29480003938079,836.3098000409082
Distancia media,dataset_alpr,VIR-0851.png,VIR-0851,1,VIR-0851,0.0,1,1,7,7,0,32.13790000882,901.1935000307858
Distancia media,dataset_alpr,PTL-7927.png,PTL-7927,1,PTL-7927,0.0,1,1,7,7,0,32.40899997763336,887.1739000314847
Distancia media,dataset_alpr,MXC-0030.png,MXC-0030,1,MXC-6030,0.0,1,0,6,7,0,32.298200065270066,879.5745000243187
Distancia media,dataset_alpr,HEP-8209.png,HEP-8209,1,HEP-8209,0.0,1,1,7,7,0,32.21289999783039,859.1926000081003
Distancia media,dataset_alpr,FAE-4594.png,FAE-4594,1,FAE-4594,0.0,1,1,7,7,0,32.33139996882528,897.9946000035852
Distancia media,dataset_alpr,LSG-2650.png,LSG-2650,1,LSG-2650,0.0,1,1,7,7,0,39.2848999472335,970.0566000537947
Distancia media,dataset_alpr,WOM-6748.png,WOM-6748,1,WON-6748,0.0,1,0,6,7,0,35.55720008444041,872.1815999597311
Distancia media,dataset_alpr,PDB-3108.png,PDB-3108,1,PDB-3108,0.0,1,1,7,7,0,37.8206999739632,842.4710999242961
